Time,Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s),Block Storage Commit Latency (s)
215,0.00257,0.00267,0.00263,,,,,,,0.00260,0.00266,0.00269,0.00266,0.00262,0.00267,,
220,0.00240,0.00262,0.00260,,,,,,,0.00261,0.00259,0.00260,0.00268,0.00261,0.00264,,
225,0.00251,0.00267,0.00259,,,,,,,0.00265,0.00267,0.00264,0.00267,0.00263,0.00267,,
230,0.00238,0.00269,0.00258,,,,,,,0.00263,0.00260,0.00255,0.00270,0.00268,0.00265,,
235,0.00247,0.00267,0.00255,,,,,,,0.00255,0.00261,0.00260,0.00263,0.00265,0.00259,,
240,0.00240,0.00270,0.00262,,,,,,,0.00257,0.00256,0.00261,0.00269,0.00268,0.00261,,
245,0.00244,0.00268,0.00260,,,,,,,0.00256,0.00259,0.00265,0.00263,0.00260,0.00259,,
250,0.00234,0.00270,0.00265,,,,,,,0.00262,0.00261,0.00267,0.00274,0.00260,0.00265,,
255,0.00237,0.00265,0.00259,,,,,,,0.00257,0.00261,0.00261,0.00267,0.00252,0.00256,,
260,0.00241,0.00268,0.00267,,,,,,,0.00265,0.00265,0.00265,0.00274,0.00255,0.00260,,
265,0.00240,0.00266,0.00260,,,,,,,0.00260,0.00260,0.00259,0.00265,0.00256,0.00255,,
270,0.00250,0.00271,0.00269,,,,,,,0.00270,0.00266,0.00267,0.00272,0.00264,0.00264,,
275,0.00239,0.00268,0.00264,,,,,,,0.00262,0.00261,0.00261,0.00267,0.00263,0.00259,,
280,0.00252,0.00269,0.00266,,,,,,,0.00265,0.00265,0.00264,0.00268,0.00270,0.00266,,
285,0.00241,0.00262,0.00259,,,,,,,0.00260,0.00260,0.00257,0.00261,0.00267,0.00260,,
290,0.00253,0.00262,0.00265,,,,,,,0.00267,0.00267,0.00263,0.00264,0.00275,0.00266,,
295,0.00248,0.00262,0.00273,,,,,,,0.00274,0.00270,0.00268,0.00264,0.00275,0.00266,,
300,0.00253,0.00265,0.00276,,,,,,,0.00277,0.00272,0.00271,0.00269,0.00276,0.00272,,
305,0.00247,0.00267,0.00267,,,,,,,0.00269,0.00263,0.00264,0.00268,0.00265,0.00266,,
310,0.00249,0.00257,0.00261,,,,,,,0.00263,0.00261,0.00257,0.00260,0.00258,0.00262,,
315,0.00208,0.00239,0.00244,,,,,,,0.00244,0.00236,0.00233,0.00250,0.00239,0.00239,,
320,0.00187,0.00216,0.00229,,,,,,,0.00229,0.00224,0.00220,0.00227,0.00225,0.00224,,
325,0.00108,0.00201,0.00202,,,,,,,0.00203,0.00178,0.00180,0.00217,0.00198,0.00189,,
330,0.00104,0.00168,0.00158,,,,,,,0.00157,0.00171,0.00169,0.00164,0.00160,0.00160,,
335,NaN,0.0116,NaN,,,,,,,NaN,NaN,NaN,0.0116,NaN,NaN,,
340,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
345,NaN,NaN,NaN,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,,
