Time,Cumulative (Received),Cumulative (Endorsed Successfully),Cumulative (Committed Successfully)
6056,230233,228940,228907
6061,230311,228940,228907
6066,230390,228940,228907
6071,230472,228940,228907
6076,230556,228940,228907
6081,230642,228940,228907
6086,230731,228940,228907
6091,230823,228940,228907
6096,230917,228940,228907
6101,231015,228940,228907
6106,21,21,228907
6111,21,21,228907
6116,21,21,228907
6121,21,21,228907
6126,21,21,228907
6131,21,21,228907
6136,21,21,228907
6141,21,21,228907
6146,21,21,228907
6151,21,21,228907
6156,21,21,228907
6161,21,21,228907
6166,21,21,228907
6171,21,21,228907
6176,21,21,228907
6181,21,21,228907
6186,21,21,228907
6191,21,21,228907
6196,21,21,228907
6201,21,21,228907
6206,21,21,228907
6211,21,21,228907
6216,21,21,228907
6221,21,21,228907
6226,21,21,228907
6231,21,21,228907
6236,21,21,228907
6241,21,21,228907
6246,21,21,228907
6251,21,21,228907
6256,21,21,228907
6261,21,21,228907
6266,21,21,228907
6271,21,21,228907
6291,9,9,
6296,18,18,
6301,41,41,
6306,49,49,
6311,49,49,
6316,49,49,
6321,49,49,
6326,49,49,
6331,49,49,
6336,49,49,
6341,49,49,
6346,49,49,
6351,49,49,
6356,49,49,
6361,49,49,
6366,49,49,
6371,49,49,30
6376,108,108,90
6381,170,170,150
6386,233,233,210
6391,335,335,390
6396,524,524,580
6401,710,710,760
6406,898,898,950
6411,1084,1084,1140
6416,1273,1273,1320
6421,1421,1421,1400
6426,1484,1484,1470
6431,1546,1546,1504
6436,1553,1553,1504
6441,1553,1553,1504
6446,1553,1553,1504
6451,1553,1553,1504
6456,1553,1553,1504
6461,1553,1553,1504
6466,1553,1553,1504
6471,1553,1553,1504
6476,1553,1553,1504
6481,1553,1553,1504
6486,1553,1553,1634
6491,1821,1821,1944
6496,2134,2133,2254
6501,2446,2446,2704
6506,3027,3027,3324
6511,3651,3651,3954
6516,4277,4277,4444
6521,4634,4634,4824
6526,5151,5151,5454
6531,5918,5918,6264
6536,6589,6588,6884
6541,7214,7213,7514
6546,7839,7838,8134
6551,8464,8463,8694
6556,8886,8885,9004
6561,9057,9057,9008
6566,9057,9057,9008
6571,9057,9057,9008
6576,9057,9057,9008
6581,9057,9057,9008
6586,9057,9057,9008
6591,9057,9057,9008
6596,9057,9057,9008
6601,9057,9057,9008
6606,9057,9057,9008
6611,9057,9057,9008
6616,9057,9057,9008
6621,9057,9057,9008
6626,9057,9057,9008
6631,9057,9057,9008
6636,9057,9057,9008
6641,9057,9057,9318
6646,9870,9868,10518
6651,11119,11118,11838
6656,12710,12710,13988
6661,15174,15127,16468
6666,17671,17601,18908
6671,20136,20128,21128
6676,21854,21853,22498
6681,23104,23101,23688
6686,24011,24011,23995
6691,24044,24044,23995
6696,24044,24044,23995
6701,24044,24044,23995
6706,24044,24044,23995
6711,24044,24044,23995
6716,24044,24044,23995
6721,24044,24044,23995
6726,24044,24044,23995
6731,24044,24044,23995
6736,24044,24044,23995
6741,24044,24044,24485
6746,25054,25054,25665
6751,26240,26240,26855
6756,27432,27432,28045
6761,28622,28622,29235
6766,29843,29843,30705
6771,31485,31484,32355
6776,33128,33126,34095
6781,35043,35043,36165
6786,37154,37154,38295
6791,39281,39276,40425
6796,41416,41414,42565
6801,43561,43556,44715
6806,45713,45708,46855
6811,47871,47869,49045
6816,50059,50059,51225
6821,52246,52242,53425
6826,54409,54402,55625
6831,56686,56676,57905
6836,58935,58933,60145
6841,61180,61173,62365
6846,63410,63407,64625
6851,65683,65677,66905
6856,67931,67919,69105
6861,70181,70170,71425
6866,72479,72476,73725
6871,75176,75160,76275
6876,77766,77709,78605
6881,79993,79945,80985
6886,82097,82085,82825
6891,83852,83834,84905
6896,86567,86425,87295
6901,88759,88742,89665
6906,89875,89875,90945
6911,92893,92857,93135
6916,95818,95356,95265
6921,97802,97781,97535
6926,100043,100036,99725
6931,101957,101954,102045
6936,104209,104159,104355
6941,104432,104432,104415
6946,105562,105420,106495
6951,108807,108757,108705
6956,112307,112305,111185
6961,114628,114624,113575
6966,116674,116674,115735
6971,118928,118880,118125
6976,120160,120159,120255
6981,122821,122821,122605
6986,122887,122887,122865
6991,123954,123585,124695
6996,127430,127123,126975
7001,130580,130280,129395
7006,133216,132766,131485
7011,135137,135123,133655
7016,136841,136841,135925
7021,138599,138596,138175
7026,139875,139873,139905
7031,140007,140007,140865
7036,143105,142581,143065
7041,146256,146122,145285
7046,147612,147612,147915
7051,148264,148264,149385
7056,150401,150399,151575
7061,152584,152583,153685
7066,154639,154638,155445
7071,156184,156183,157005
7076,157740,157737,158205
7081,158259,158259,158210
7086,158259,158259,158210
7091,158259,158259,158210
7096,158259,158259,158210
7101,158259,158259,158210
7106,158259,158259,158210
7111,158259,158259,158210
7116,158259,158259,158210
7121,158259,158259,158210
7126,158259,158259,158210
7131,158259,158259,158313
7136,159091,159091,159933
7141,160635,160634,160710
7146,160759,160759,160710
7151,160759,160759,160710
7156,160759,160759,160710
7161,160926,160924,161803
7166,162537,162534,163203
7171,163295,163295,164151
7176,165150,165147,166311
7181,167299,167299,168081
7186,168259,168259,168210
7191,168259,168259,168210
7196,168259,168259,168210
7201,168259,168259,168210
7206,168259,168259,168210
7211,168259,168259,168210
7216,168259,168259,168210
7221,168259,168259,168210
7226,168259,168259,168210
7231,168259,168259,168210
7236,168259,168259,168210
7241,168259,168259,168210
7246,168259,168259,168210
7251,168271,168259,168210
7256,168284,168259,168210
7261,168297,168261,168210
7266,168310,168264,168210
7271,168334,168266,168210
7276,168361,168268,168210
7281,168404,168270,168210
7286,168457,168270,168210
7291,168510,168270,168210
7296,168565,168270,168210
7301,168622,168270,168210
7306,168677,168270,168210
7311,168735,168270,168210
7316,168794,168270,168210
7321,168854,168270,168210
7326,168916,168270,168210
7331,168978,168270,168210
7336,169041,168270,168210
7341,169107,168270,168210
7346,169172,168270,168210
7351,169241,168270,168210
7356,169310,168270,168210
7361,169381,168270,168210
7366,169455,168270,168210
7371,169530,168270,168210
7376,169607,168270,168210
7381,169686,168270,168210
7386,169766,168270,168210
7391,169851,168270,168210
7396,169935,168270,168210
7401,170024,168270,168210
7406,170114,168270,168210
7411,170207,168270,168210
7416,170305,168270,168210
7421,170404,168270,168210
7426,170506,168270,168210
7431,170615,168270,168210
7436,170725,168270,168210
7441,170840,168270,168210
7446,170959,168270,168210
7451,171084,168270,168210
7456,171214,168270,168210
7461,171350,168270,168210
7466,171493,168270,168210
7471,171642,168270,168210
7476,171799,168270,168210
7481,171966,168270,168210
7486,172142,168270,168210
7491,172331,168270,168210
7496,172531,168270,168210
7501,172745,168270,168210
7506,172978,168270,168210
7511,173233,168270,168210
7516,173511,168270,168210
7521,173822,168270,168210
7526,174172,168270,168210
7531,174575,168270,168210
7536,175059,168270,168210
7541,175670,168270,168210
7546,45,45,168210
7551,45,45,168210
7556,45,45,168210
7561,45,45,168210
7566,45,45,168210
7571,45,45,168210
7576,45,45,168210
7581,45,45,168210
7586,45,45,168210
7591,45,45,168210
7596,45,45,168210
